p_year,xlong,ylat
2001,-116.578178,33.906353
2001,-116.578186,33.905296
2001,-116.600372,33.905491
2001,-116.604546,33.909546
2001,-116.628944,33.910896
2001,-116.600571,33.902328
2001,-116.608932,33.902992
2001,-116.608963,33.910408
2001,-116.608994,33.911617
2001,-116.615372,33.907093
2001,-116.619476,33.912491
2001,-116.604576,33.908291
2001,-116.624199,33.914131
2001,-116.604729,33.904537
2001,-116.600273,33.90799
2001,-116.600502,33.904213
2001,-116.619476,33.91309
2001,-116.600212,33.910484
2001,-116.624176,33.91103
2001,-116.608925,33.908463
2001,-116.604645,33.907021
2001,-116.619545,33.913731
2001,-116.615433,33.911152
2001,-116.600273,33.908592
2001,-116.624191,33.909245
2001,-116.604774,33.90329
2001,-116.604774,33.903893
2001,-116.619507,33.909706
2001,-116.615372,33.907692
2001,-116.600273,33.907291
2001,-116.604469,33.910191
2001,-116.624214,33.914734
2001,-116.619476,33.910992
2001,-116.628944,33.914333
2001,-116.600571,33.902992
2001,-116.615372,33.910393
2001,-116.624199,33.913559
2001,-116.628929,33.916256
2001,-116.600441,33.904865
2001,-116.628967,33.914959
2001,-116.628914,33.913517
2001,-116.60894,33.907875
2001,-116.600174,33.909191
2001,-116.615433,33.912941
2001,-116.600571,33.901691
2001,-116.628944,33.915619
2001,-116.628929,33.911629
2001,-116.61956,33.910336
2001,-116.608963,33.909092
2001,-116.604828,33.902683
2001,-116.608978,33.907249
2001,-116.619476,33.909092
2001,-116.60894,33.91098
2001,-116.628944,33.909645
2001,-116.604469,33.90889
2001,-116.604675,33.905792
2001,-116.624176,33.911659
2001,-116.624184,33.910431
2001,-116.619507,33.908436
2001,-116.600243,33.909855
2001,-116.608932,33.904209
2001,-116.624214,33.912941
2001,-116.604576,33.907692
2001,-116.608917,33.905437
2001,-116.619545,33.911819
2001,-116.60437,33.910789
2001,-116.600372,33.90609
2001,-116.619476,33.914391
2001,-116.608932,33.903614
2001,-116.624199,33.909866
2001,-116.615448,33.911739
2001,-116.608932,33.90971
2001,-116.608932,33.904831
2001,-116.615448,33.913544
2001,-116.628929,33.909058
2001,-116.615417,33.909706
2001,-116.628914,33.912888
2001,-116.60894,33.906647
2001,-116.608925,33.906044
2001,-116.600372,33.906693
2001,-116.615433,33.908356
2001,-116.615433,33.912312
2001,-116.624199,33.91531
2001,-116.615448,33.909012
2001,-116.628914,33.910282
2001,-116.624191,33.908623
2001,-116.604675,33.90519
2001,-116.604645,33.906418
2001,-116.628922,33.912247
2001,-116.604874,33.901993
2001,-116.600533,33.903568
2001,-116.580833,33.891487
2001,-116.581184,33.890095
2001,-116.580986,33.890797
2001,-116.585075,33.892536
2001,-116.580643,33.892208
2001,-116.584938,33.893116
2001,-116.585388,33.891396
2001,-116.585289,33.891994
2001,-116.58139,33.889397
2001,-96.337822,43.895824
2001,-96.340096,43.894535
2001,-96.37529,41.331379
2001,-103.166969,40.953636
2001,-103.14579,40.95319
